Var1	Var2	Corr	Pvalue
Age	melanin	0.231475268681467	5.07717588295634e-11
MARKVU.PGA.AGE	melanin	0.111794190773795	0.0019038035727922
height	melanin	-0.015157381419964	0.677746055411141
weight	melanin	0.0505570159110385	0.164092718043184
BMI	melanin	0.0759643514718406	0.0372798463704008
SUR1_GY	melanin	-0.0977939235134141	0.00623486242506073
SUR1.T2D	melanin	-0.0843702519005007	0.0183602201430469
SUR1.HBP	melanin	-0.0578465967801003	0.106231387798495
SUR1.Hlip	melanin	-0.0387776709416547	0.279089580356065
SUR1.T2D.HBP.Hlip	melanin	-0.0899759654819794	0.0118837121576818
SUR1.T2D.Hlip	melanin	-0.0907781946057083	0.011145600261687
SUR1.PAD	melanin	-0.0455161253209077	0.203859595570702
SUR1.Tuber	melanin	-0.0294433547420646	0.411250324403702
SUR1.stroke	melanin	-0.0421986699531079	0.238822202286196
SUR2.1	melanin	-0.031631982184266	0.377648572270347
SUR2.2	melanin	0.034560126408007	0.335381084556925
SUR2.3	melanin	0.0861464901431551	0.0164486045376129
SUR2.4	melanin	0.00826509755399073	0.818538184769062
SUR2.5	melanin	-0.0313117140626948	0.384341890874082
SUR2.6	melanin	0.0794820544079239	0.0270230975720884
SUR2.7	melanin	-0.0243402625269885	0.502851723731612
SUR3.2	melanin	0.0526556565393839	0.143570183479132
SUR3.3	melanin	-0.0797674514408719	0.0280907074415111
SUR3.4	melanin	-0.00851144742175159	0.81251545770487
SUR4.1	melanin	-0.0172221385275097	0.631487450898836
SUR4.3	melanin	0.0674103418830584	0.06136354037291
SUR5.1	melanin	0.0420534899956845	0.240745496689804
SUR5.2	melanin	0.0624668278567306	0.0820316099030862
SUR5.3	melanin	0.040439396148219	0.259907736370162
SUR5.4	melanin	0.0350894159648384	0.327095102444619
SUR5.5_GY	melanin	-0.00966331124244897	0.787446232098431
SUR5.6_GY	melanin	0.0271398709663314	0.448818783026908
indentometer	erythema	0.0124237374504133	0.728015053365249
corneometer	erythema	-0.0499213113250457	0.162046133098515
tewameter	erythema	0.0116249829922767	0.744873254056459
melanin	erythema	0.370627426108924	5.32816184088437e-27
erythema	erythema	1	0
Age	erythema	0.123974082138268	0.000494690698329954
MARKVU.PGA.AGE	erythema	0.210166348567582	3.99369374146437e-09
height	erythema	-0.0112309734904808	0.758166004955111
weight	erythema	0.181199928555397	5.02175474293206e-07
BMI	erythema	0.157697620215232	1.39593377898688e-05
SUR1_GY	erythema	-0.125010610147242	0.000462224604870688
SUR1.T2D	erythema	-0.0779863515528585	0.0293119900842871
SUR1.HBP	erythema	-0.122250893045348	0.000617412303057571
SUR1.Hlip	erythema	-0.0362469360480541	0.311690822538705
SUR1.T2D.HBP.Hlip	erythema	-0.124167549564149	0.000505277650464988
SUR1.T2D.Hlip	erythema	-0.0921852242810001	0.00994870379822674
SUR1.PAD	erythema	-0.0112893038132729	0.75276176403102
SUR1.Tuber	erythema	-0.014573424582087	0.684269705469354
SUR1.stroke	erythema	-0.0342285309338147	0.339420319127859
SUR2.1	erythema	-0.0208184459950091	0.561538378485222
SUR2.2	erythema	0.0706447651313558	0.0487201480085036
SUR2.3	erythema	0.00461013832019644	0.898042656662094
SUR2.4	erythema	-0.0440376735968366	0.221334982352313
SUR2.5	erythema	0.0407476495972104	0.257519854002313
SUR2.6	erythema	0.0398435916847881	0.268237321950525
SUR2.7	erythema	-0.0545254195234138	0.133147419853881
SUR3.2	erythema	0.00442221599334925	0.902303515399401
SUR3.3	erythema	-0.039269226950584	0.280238045046834
SUR3.4	erythema	-0.0434272781853639	0.226008490844344
SUR4.1	erythema	-0.0276323816610428	0.441508664428775
SUR4.3	erythema	-0.03199124786863	0.375034123403464
SUR5.1	erythema	-0.0232838938258567	0.516125806728679
SUR5.2	erythema	0.0139342147949881	0.698345081267364
SUR5.3	erythema	0.0261170648721778	0.466964435461817
SUR5.4	erythema	0.0267672062580356	0.454784884050299
SUR5.5_GY	erythema	0.0325190007610333	0.364104023704158
SUR5.6_GY	erythema	0.0715898053149755	0.0454961658192248
indentometer	Age	-0.00356073665706755	0.920606989205739
corneometer	Age	-0.111166382217229	0.00180026567017522
tewameter	Age	-0.074115423633865	0.0377620751996719
melanin	Age	0.231475268681467	5.07717588295634e-11
erythema	Age	0.123974082138268	0.000494690698329954
Age	Age	1	0
MARKVU.PGA.AGE	Age	-0.138738464306222	0.000113499436665647
height	Age	0.0274966273322694	0.45089639799935
weight	Age	-0.0512295246812825	0.15854829322608
BMI	Age	0.113639805880515	0.00180095298404914
SUR1_GY	Age	-0.256771229299975	3.17289686316924e-13
SUR1.T2D	Age	-0.0897781363246033	0.0120722505929154
SUR1.HBP	Age	-0.173656380497531	1.04783248131189e-06
SUR1.Hlip	Age	-0.0977361925197353	0.00626566329345867
SUR1.T2D.HBP.Hlip	Age	-0.241874996834575	7.35014501087381e-12
SUR1.T2D.Hlip	Age	-0.150825652129587	2.31093140487539e-05
SUR1.PAD	Age	-0.138152135147433	0.000107391373086087
SUR1.Tuber	Age	-0.00103390939654065	0.976986017400669
SUR1.stroke	Age	-0.0361458484075104	0.31304309656417
SUR2.1	Age	-0.0562431506025274	0.116529371735493
SUR2.2	Age	0.0411123808874571	0.251748805534115
SUR2.3	Age	0.148586592769853	3.28327541907827e-05
SUR2.4	Age	0.140165733129131	9.22876924740069e-05
SUR2.5	Age	0.0624075339387569	0.0827201808282034
SUR2.6	Age	0.0942922399670791	0.00866740624341366
SUR2.7	Age	0.0630564757408759	0.0823492595951181
SUR3.2	Age	-0.0890961251858752	0.0132102742538423
SUR3.3	Age	-0.119529980825398	0.000976286913868593
SUR3.4	Age	-0.158564311442343	8.72096521322519e-06
SUR4.1	Age	-0.0203043833831326	0.571739996559158
SUR4.3	Age	-0.0138199834195506	0.701620705047383
SUR5.1	Age	-0.0874050034332768	0.0146122710978029
SUR5.2	Age	-0.0457308083733326	0.203186602684438
SUR5.3	Age	0.00679906397953883	0.849825417084825
SUR5.4	Age	0.0234639484394096	0.512343746064387
SUR5.5_GY	Age	-0.111565566014973	0.00179253400495654
SUR5.6_GY	Age	0.0173778847680396	0.627741834585883
indentometer	MARKVU.PGA.AGE	-0.0213935245785798	0.553607309449599
corneometer	MARKVU.PGA.AGE	0.0532779090884235	0.139920600705109
tewameter	MARKVU.PGA.AGE	0.0698641020606225	0.0527935130179404
melanin	MARKVU.PGA.AGE	0.111794190773795	0.0019038035727922
erythema	MARKVU.PGA.AGE	0.210166348567582	3.99369374146437e-09
Age	MARKVU.PGA.AGE	-0.138738464306222	0.000113499436665647
MARKVU.PGA.AGE	MARKVU.PGA.AGE	1	0
height	MARKVU.PGA.AGE	0.00130987916546763	0.971681110378006
weight	MARKVU.PGA.AGE	0.164305037614423	6.83772414246619e-06
BMI	MARKVU.PGA.AGE	0.163531654097318	8.3513933086527e-06
SUR1_GY	MARKVU.PGA.AGE	-0.0299939264927788	0.407739913105688
SUR1.T2D	MARKVU.PGA.AGE	-0.0315682440927232	0.383561930498589
SUR1.HBP	MARKVU.PGA.AGE	-0.0485546901770119	0.180027072417718
SUR1.Hlip	MARKVU.PGA.AGE	0.037452926367748	0.30118889608611
SUR1.T2D.HBP.Hlip	MARKVU.PGA.AGE	-0.0168297878114329	0.64232121210079
SUR1.T2D.Hlip	MARKVU.PGA.AGE	0.0137424795181513	0.704505455513932
SUR1.PAD	MARKVU.PGA.AGE	-0.0349520430836495	0.334641664488804
SUR1.Tuber	MARKVU.PGA.AGE	-0.0188648881029367	0.602625637232236
SUR1.stroke	MARKVU.PGA.AGE	-0.0102744705796884	0.776767135946128
SUR2.1	MARKVU.PGA.AGE	0.112908795944616	0.00178593248624513
SUR2.2	MARKVU.PGA.AGE	0.0554944571859967	0.12563097803228
SUR2.3	MARKVU.PGA.AGE	0.0570372617515643	0.116642263754143
SUR2.4	MARKVU.PGA.AGE	0.022050162790923	0.544946710579117
SUR2.5	MARKVU.PGA.AGE	-0.0169455840640628	0.641575193419691
SUR2.6	MARKVU.PGA.AGE	0.0186123021714066	0.609147934394818
SUR2.7	MARKVU.PGA.AGE	0.0359312119360349	0.327707994121472
SUR3.2	MARKVU.PGA.AGE	-0.0111962575813303	0.758579700243545
SUR3.3	MARKVU.PGA.AGE	-0.0486011397971245	0.186323218002161
SUR3.4	MARKVU.PGA.AGE	0.064453231582829	0.0753845266743556
SUR4.1	MARKVU.PGA.AGE	-0.0643410640887559	0.0760883142418451
SUR4.3	MARKVU.PGA.AGE	0.0414584708433725	0.255533769205346
SUR5.1	MARKVU.PGA.AGE	-0.0542856321312798	0.134094601542965
SUR5.2	MARKVU.PGA.AGE	-0.0194298973381452	0.593022625664607
SUR5.3	MARKVU.PGA.AGE	0.0509113937445531	0.160600549162946
SUR5.4	MARKVU.PGA.AGE	0.0143567597025364	0.691766108965814
SUR5.5_GY	MARKVU.PGA.AGE	0.0353294521395416	0.329445677882779
SUR5.6_GY	MARKVU.PGA.AGE	-0.0324098694090637	0.371003710050232
indentometer	height	0.0044811974581651	0.902229096181671
corneometer	height	-0.10081773319722	0.00559136335210411
tewameter	height	-0.0244532738058357	0.502570869191428
melanin	height	-0.015157381419964	0.677746055411141
erythema	height	-0.0112309734904808	0.758166004955111
Age	height	0.0274966273322694	0.45089639799935
MARKVU.PGA.AGE	height	0.00130987916546763	0.971681110378006
height	height	1	0
weight	height	0.0136440549623154	0.708553263237925
BMI	height	-0.177788375101497	9.27386290827421e-07
SUR1_GY	height	-0.0277066472830698	0.447746982128419
SUR1.T2D	height	0.0191841397348789	0.599164190271848
SUR1.HBP	height	0.0292687423657876	0.422554940652709
SUR1.Hlip	height	-0.0498492722973561	0.171787318417593
SUR1.T2D.HBP.Hlip	height	-0.0289779962553852	0.427180040988686
SUR1.T2D.Hlip	height	-0.0407794578667099	0.263725608120868
SUR1.PAD	height	0.0138171501423957	0.70502765424805
SUR1.Tuber	height	0.00905522575657286	0.804076120714183
SUR1.stroke	height	0.0096940371247221	0.790565086249117
SUR2.1	height	-0.0289495882061789	0.427941531357777
SUR2.2	height	-0.0248455004565644	0.49688950300578
SUR2.3	height	-0.0503348612572365	0.168781613266547
SUR2.4	height	0.0101593862739188	0.781903886338303
SUR2.5	height	0.0106267931470698	0.771991380958051
SUR2.6	height	0.0371342335968289	0.310459975268552
SUR2.7	height	0.0205744976081989	0.577334503042665
SUR3.2	height	-0.0307957168505888	0.401274535160613
SUR3.3	height	-0.0356492757679917	0.335463847454052
SUR3.4	height	-0.037068201232999	0.310350134849364
SUR4.1	height	0.00432541018080941	0.905862275540466
SUR4.3	height	0.0171240539149268	0.641429229633749
SUR5.1	height	0.0117810601131761	0.747042667148459
SUR5.2	height	0.0252358871534965	0.490731014473167
SUR5.3	height	-0.0395493942868816	0.279698162188414
SUR5.4	height	0.00464225089751852	0.898800825889741
SUR5.5_GY	height	-0.0140657540988753	0.700165394778917
SUR5.6_GY	height	-0.00216078576722431	0.952827932805513
indentometer	weight	0.00865289874106386	0.811882238247815
corneometer	weight	0.0310575664399308	0.392866530134384
tewameter	weight	0.133841598462639	0.000217388316028832
melanin	weight	0.0505570159110385	0.164092718043184
erythema	weight	0.181199928555397	5.02175474293206e-07
Age	weight	-0.0512295246812825	0.15854829322608
MARKVU.PGA.AGE	weight	0.164305037614423	6.83772414246619e-06
height	weight	0.0136440549623154	0.708553263237925
weight	weight	1	0
BMI	weight	0.848096257534687	4.42071374565808e-209
SUR1_GY	weight	-0.104998892380831	0.00380318602416831
SUR1.T2D	weight	-0.0289954879379319	0.425365011014759
SUR1.HBP	weight	-0.140813053492201	0.000100312066770907
SUR1.Hlip	weight	-0.00722502360136219	0.842581743617079
SUR1.T2D.HBP.Hlip	weight	-0.108883999187132	0.00268428914591085
SUR1.T2D.Hlip	weight	-0.0376862459351418	0.300096736206201
SUR1.PAD	weight	0.0265826024690573	0.464908526746358
SUR1.Tuber	weight	0.0347579825106409	0.339244389105902
SUR1.stroke	weight	-0.0346166060779235	0.341213705952618
SUR2.1	weight	0.048388579524251	0.183543094731863
SUR2.2	weight	0.0236523531852704	0.516392736371077
SUR2.3	weight	0.0366557405944613	0.314800509290448
SUR2.4	weight	0.0472969080080224	0.195719708595435
SUR2.5	weight	0.0806456369804427	0.0271077454893669
SUR2.6	weight	0.041749704223498	0.252522938379741
SUR2.7	weight	0.0424129994898015	0.249186955668998
SUR3.2	weight	0.0715706255665695	0.0500792863187787
SUR3.3	weight	0.0141474562778127	0.701394446343157
SUR3.4	weight	0.113316632078388	0.00180487149042002
SUR4.1	weight	0.0114785899418989	0.752846671672828
SUR4.3	weight	0.0751652725098835	0.0399921106562481
SUR5.1	weight	0.070199722520644	0.0535276000455141
SUR5.2	weight	0.0909968759320859	0.0124872487375085
SUR5.3	weight	-0.0393775987750891	0.280188141595329
SUR5.4	weight	0.0182964379491799	0.615003194739604
SUR5.5_GY	weight	-0.022568870972085	0.535254841189653
SUR5.6_GY	weight	-0.00707376459595064	0.845936464788272
indentometer	BMI	-0.00571954029408129	0.875571815156059
corneometer	BMI	-0.00994587909337908	0.785395143837038
tewameter	BMI	0.11259715681358	0.00198537412308028
melanin	BMI	0.0759643514718406	0.0372798463704008
erythema	BMI	0.157697620215232	1.39593377898688e-05
Age	BMI	0.113639805880515	0.00180095298404914
MARKVU.PGA.AGE	BMI	0.163531654097318	8.3513933086527e-06
height	BMI	-0.177788375101497	9.27386290827421e-07
weight	BMI	0.848096257534687	4.42071374565808e-209
BMI	BMI	1	0
SUR1_GY	BMI	-0.212387089843033	4.15686494437356e-09
SUR1.T2D	BMI	-0.0873495591981021	0.0166498064287919
SUR1.HBP	BMI	-0.182811776081685	4.55745293221483e-07
SUR1.Hlip	BMI	-0.0643725792519444	0.0779037154685265
SUR1.T2D.HBP.Hlip	BMI	-0.208307094286328	8.2953432005038e-09
SUR1.T2D.Hlip	BMI	-0.120931297931097	0.000897851513489072
SUR1.PAD	BMI	-0.010316741101213	0.777743803852718
SUR1.Tuber	BMI	0.0446427288822804	0.221716068032763
SUR1.stroke	BMI	-0.0306061641587106	0.402287962385581
SUR2.1	BMI	0.0309951779461402	0.39664642948988
SUR2.2	BMI	0.0313594201286054	0.391752504468328
SUR2.3	BMI	0.0726277545158073	0.0472215333310242
SUR2.4	BMI	0.0841440353906926	0.0218015469221462
SUR2.5	BMI	0.0832905681359596	0.023086950949423
SUR2.6	BMI	0.0593154327140169	0.105492192529695
SUR2.7	BMI	0.0463405305402821	0.209837731429512
SUR3.2	BMI	0.0905692445290577	0.0135241686424832
SUR3.3	BMI	0.0171653530809164	0.643348855138414
SUR3.4	BMI	0.132906448371028	0.000264821205421262
SUR4.1	BMI	0.0173527749233925	0.635618841414495
SUR4.3	BMI	0.0447346956364035	0.224188177401884
SUR5.1	BMI	0.0621679200244411	0.0888782665511915
SUR5.2	BMI	0.0746870048996545	0.0414146721954328
SUR5.3	BMI	-0.0246547098939525	0.501062378986382
SUR5.4	BMI	0.0211070958040894	0.563583033789519
SUR5.5_GY	BMI	-0.0348541420285826	0.340479865068281
SUR5.6_GY	BMI	0.00301260082787827	0.934355634800873
indentometer	SUR1_GY	-0.0744066855534464	0.0376220229182579
corneometer	SUR1_GY	0.0577392153271221	0.106883040475301
tewameter	SUR1_GY	0.0109340576176052	0.76029989664789
melanin	SUR1_GY	-0.0977939235134141	0.00623486242506073
erythema	SUR1_GY	-0.125010610147242	0.000462224604870688
Age	SUR1_GY	-0.256771229299975	3.17289686316924e-13
MARKVU.PGA.AGE	SUR1_GY	-0.0299939264927788	0.407739913105688
height	SUR1_GY	-0.0277066472830698	0.447746982128419
weight	SUR1_GY	-0.104998892380831	0.00380318602416831
BMI	SUR1_GY	-0.212387089843033	4.15686494437356e-09
SUR1_GY	SUR1_GY	1	0
SUR1.T2D	SUR1_GY	0.397209988007162	6.42973184918424e-31
SUR1.HBP	SUR1_GY	0.625389691402302	5.44840047936071e-86
SUR1.Hlip	SUR1_GY	0.573989289470704	1.2231675727148e-69
SUR1.T2D.HBP.Hlip	SUR1_GY	0.955519522381407	0
SUR1.T2D.Hlip	SUR1_GY	0.689899919843016	2.03456339327475e-111
SUR1.PAD	SUR1_GY	0.294687947487775	4.10992089514157e-17
SUR1.Tuber	SUR1_GY	0.202642838646152	1.10713806963844e-08
SUR1.stroke	SUR1_GY	0.215820305814005	1.10337004797938e-09
SUR2.1	SUR1_GY	0.0192232829559082	0.592390105466518
SUR2.2	SUR1_GY	0.042312131642735	0.238769660957629
SUR2.3	SUR1_GY	-0.114166787121463	0.00146518535361202
SUR2.4	SUR1_GY	-0.0831944722991343	0.0207880322671479
SUR2.5	SUR1_GY	-0.0274134515570629	0.446607815127681
SUR2.6	SUR1_GY	-0.0796243152181969	0.0268481693664336
SUR2.7	SUR1_GY	0.00212759058457623	0.953366457101278
SUR3.2	SUR1_GY	0.00786252771919564	0.827454769665087
SUR3.3	SUR1_GY	0.0451200390265087	0.21497676759023
SUR3.4	SUR1_GY	0.0770806977714357	0.0316867026879794
SUR4.1	SUR1_GY	0.0417690399127723	0.245161398986635
SUR4.3	SUR1_GY	0.0380906159768106	0.29144831894612
SUR5.1	SUR1_GY	0.00789847218159305	0.825793038089123
SUR5.2	SUR1_GY	0.00675924060358343	0.85107570596078
SUR5.3	SUR1_GY	0.0629377573536036	0.0797473106802065
SUR5.4	SUR1_GY	-0.09349262389728	0.00898448968801283
SUR5.5_GY	SUR1_GY	0.0589570668446773	0.100111458429699
SUR5.6_GY	SUR1_GY	0.0141918769776275	0.692483330811912
indentometer	SUR1.T2D	-0.0237700006352905	0.507128739112219
corneometer	SUR1.T2D	0.0484234544299675	0.176411872747245
tewameter	SUR1.T2D	-0.00201136688463455	0.955245858696391
melanin	SUR1.T2D	-0.0843702519005007	0.0183602201430469
erythema	SUR1.T2D	-0.0779863515528585	0.0293119900842871
Age	SUR1.T2D	-0.0897781363246033	0.0120722505929154
MARKVU.PGA.AGE	SUR1.T2D	-0.0315682440927232	0.383561930498589
height	SUR1.T2D	0.0191841397348789	0.599164190271848
weight	SUR1.T2D	-0.0289954879379319	0.425365011014759
BMI	SUR1.T2D	-0.0873495591981021	0.0166498064287919
SUR1_GY	SUR1.T2D	0.397209988007162	6.42973184918424e-31
SUR1.T2D	SUR1.T2D	1	0
SUR1.HBP	SUR1.T2D	0.254158595615305	5.5886528467885e-13
SUR1.Hlip	SUR1.T2D	0.234815867260977	3.03490482048879e-11
SUR1.T2D.HBP.Hlip	SUR1.T2D	0.415700546878634	5.52724423675471e-34
SUR1.T2D.Hlip	SUR1.T2D	0.57575015822229	3.75541507723406e-70
SUR1.PAD	SUR1.T2D	0.282503153468242	8.50098401903032e-16
SUR1.Tuber	SUR1.T2D	0.443652550926772	5.36747366399509e-39
SUR1.stroke	SUR1.T2D	0.404812597802729	3.72372467468848e-32
SUR2.1	SUR1.T2D	-0.0135150422754937	0.70663334814085
SUR2.2	SUR1.T2D	0.022806175572651	0.525575270269801
SUR2.3	SUR1.T2D	-0.0948747150143096	0.00826154682128808
SUR2.4	SUR1.T2D	-0.0840510268276784	0.0195069672342895
SUR2.5	SUR1.T2D	-0.0453316069730052	0.20804595342085
SUR2.6	SUR1.T2D	-0.0504328106984549	0.161274001056934
SUR2.7	SUR1.T2D	0.00266289237705631	0.941652252576341
SUR3.2	SUR1.T2D	-0.0162673739975405	0.651995813976706
SUR3.3	SUR1.T2D	6.12029083705532e-05	0.998658651625107
SUR3.4	SUR1.T2D	0.0237679036635607	0.508259351235495
SUR4.1	SUR1.T2D	-0.0157499711743121	0.661340371306443
SUR4.3	SUR1.T2D	-0.0173621595568275	0.630715188622216
SUR5.1	SUR1.T2D	-0.0121020180580912	0.73593282792167
SUR5.2	SUR1.T2D	-0.0405293542191049	0.260080150040127
SUR5.3	SUR1.T2D	0.0551438190490937	0.124827870847565
SUR5.4	SUR1.T2D	0.0151879710303035	0.671915105745476
SUR5.5_GY	SUR1.T2D	0.0534771186850199	0.135896572718381
SUR5.6_GY	SUR1.T2D	0.0411596662455758	0.251203396763873
indentometer	SUR1.HBP	-0.0200407150004941	0.5760085200409
corneometer	SUR1.HBP	0.061117081286762	0.0878478658619151
tewameter	SUR1.HBP	0.0286660033242699	0.423715308991101
melanin	SUR1.HBP	-0.0578465967801003	0.106231387798495
erythema	SUR1.HBP	-0.122250893045348	0.000617412303057571
Age	SUR1.HBP	-0.173656380497531	1.04783248131189e-06
MARKVU.PGA.AGE	SUR1.HBP	-0.0485546901770119	0.180027072417718
height	SUR1.HBP	0.0292687423657876	0.422554940652709
weight	SUR1.HBP	-0.140813053492201	0.000100312066770907
BMI	SUR1.HBP	-0.182811776081685	4.55745293221483e-07
SUR1_GY	SUR1.HBP	0.625389691402302	5.44840047936071e-86
SUR1.T2D	SUR1.HBP	0.254158595615305	5.5886528467885e-13
SUR1.HBP	SUR1.HBP	1	0
SUR1.Hlip	SUR1.HBP	0.247475259105771	2.31017103272469e-12
